_Id	_UserId	_Name	_Date	_Class	_TagBased
1	4	Informed	2016-08-02T15:38:29.913	3	False
2	9	Informed	2016-08-02T15:39:20.227	3	False
3	16	Informed	2016-08-02T15:39:28.290	3	False
4	18	Informed	2016-08-02T15:39:40.377	3	False
5	10	Informed	2016-08-02T15:39:56.643	3	False
6	29	Informed	2016-08-02T15:44:49.750	3	False
7	30	Informed	2016-08-02T15:49:04.787	3	False
8	46	Informed	2016-08-02T15:50:04.000	3	False
9	5	Informed	2016-08-02T15:51:25.537	3	False
10	26	Informed	2016-08-02T15:52:06.490	3	False
11	4	Precognitive	2016-08-02T15:56:06.070	3	False
12	8	Precognitive	2016-08-02T15:56:06.070	3	False
13	9	Precognitive	2016-08-02T15:56:06.070	3	False
14	15	Precognitive	2016-08-02T15:56:06.070	3	False
15	16	Precognitive	2016-08-02T15:56:06.070	3	False
16	18	Precognitive	2016-08-02T15:56:06.070	3	False
17	19	Precognitive	2016-08-02T15:56:06.070	3	False
18	20	Precognitive	2016-08-02T15:56:06.070	3	False
19	26	Precognitive	2016-08-02T15:56:06.070	3	False
20	29	Precognitive	2016-08-02T15:56:06.070	3	False
21	33	Precognitive	2016-08-02T15:56:06.070	3	False
22	38	Precognitive	2016-08-02T15:56:06.070	3	False
23	44	Precognitive	2016-08-02T15:56:06.070	3	False
24	48	Precognitive	2016-08-02T15:56:06.070	3	False
25	50	Precognitive	2016-08-02T15:56:06.070	3	False
26	51	Precognitive	2016-08-02T15:56:06.070	3	False
27	52	Precognitive	2016-08-02T15:56:06.070	3	False
28	53	Precognitive	2016-08-02T15:56:06.070	3	False
29	58	Precognitive	2016-08-02T15:56:06.070	3	False
30	63	Precognitive	2016-08-02T15:56:06.070	3	False
31	1	Autobiographer	2016-08-02T15:56:06.133	3	False
32	2	Autobiographer	2016-08-02T15:56:06.133	3	False
33	3	Autobiographer	2016-08-02T15:56:06.133	3	False
34	4	Autobiographer	2016-08-02T15:56:06.133	3	False
35	5	Autobiographer	2016-08-02T15:56:06.133	3	False
36	7	Autobiographer	2016-08-02T15:56:06.133	3	False
37	8	Autobiographer	2016-08-02T15:56:06.133	3	False
38	9	Autobiographer	2016-08-02T15:56:06.133	3	False
39	10	Autobiographer	2016-08-02T15:56:06.133	3	False
40	12	Autobiographer	2016-08-02T15:56:06.133	3	False
41	13	Autobiographer	2016-08-02T15:56:06.133	3	False
42	14	Autobiographer	2016-08-02T15:56:06.133	3	False
43	16	Autobiographer	2016-08-02T15:56:06.133	3	False
44	18	Autobiographer	2016-08-02T15:56:06.133	3	False
45	19	Autobiographer	2016-08-02T15:56:06.133	3	False
46	20	Autobiographer	2016-08-02T15:56:06.133	3	False
47	23	Autobiographer	2016-08-02T15:56:06.133	3	False
48	24	Autobiographer	2016-08-02T15:56:06.133	3	False
49	25	Autobiographer	2016-08-02T15:56:06.133	3	False
50	26	Autobiographer	2016-08-02T15:56:06.133	3	False
51	27	Autobiographer	2016-08-02T15:56:06.133	3	False
52	28	Autobiographer	2016-08-02T15:56:06.133	3	False
53	29	Autobiographer	2016-08-02T15:56:06.133	3	False
54	30	Autobiographer	2016-08-02T15:56:06.133	3	False
55	31	Autobiographer	2016-08-02T15:56:06.133	3	False
56	32	Autobiographer	2016-08-02T15:56:06.133	3	False
57	34	Autobiographer	2016-08-02T15:56:06.133	3	False
58	35	Autobiographer	2016-08-02T15:56:06.133	3	False
59	36	Autobiographer	2016-08-02T15:56:06.133	3	False
60	38	Autobiographer	2016-08-02T15:56:06.133	3	False
61	39	Autobiographer	2016-08-02T15:56:06.133	3	False
62	40	Autobiographer	2016-08-02T15:56:06.133	3	False
63	41	Autobiographer	2016-08-02T15:56:06.133	3	False
64	43	Autobiographer	2016-08-02T15:56:06.133	3	False
65	44	Autobiographer	2016-08-02T15:56:06.133	3	False
66	45	Autobiographer	2016-08-02T15:56:06.133	3	False
67	47	Autobiographer	2016-08-02T15:56:06.133	3	False
68	48	Autobiographer	2016-08-02T15:56:06.133	3	False
69	50	Autobiographer	2016-08-02T15:56:06.133	3	False
70	51	Autobiographer	2016-08-02T15:56:06.133	3	False
71	52	Autobiographer	2016-08-02T15:56:06.133	3	False
72	53	Autobiographer	2016-08-02T15:56:06.133	3	False
73	54	Autobiographer	2016-08-02T15:56:06.133	3	False
74	56	Autobiographer	2016-08-02T15:56:06.133	3	False
75	58	Autobiographer	2016-08-02T15:56:06.133	3	False
76	59	Autobiographer	2016-08-02T15:56:06.133	3	False
77	60	Autobiographer	2016-08-02T15:56:06.133	3	False
78	61	Autobiographer	2016-08-02T15:56:06.133	3	False
79	62	Autobiographer	2016-08-02T15:56:06.133	3	False
80	63	Autobiographer	2016-08-02T15:56:06.133	3	False
81	64	Autobiographer	2016-08-02T15:56:06.133	3	False
82	65	Autobiographer	2016-08-02T15:56:06.133	3	False
83	5	Editor	2016-08-02T15:56:06.133	3	False
84	8	Editor	2016-08-02T15:56:06.133	3	False
85	10	Editor	2016-08-02T15:56:06.133	3	False
86	26	Editor	2016-08-02T15:56:06.133	3	False
87	8	Student	2016-08-02T15:56:06.133	3	False
88	26	Student	2016-08-02T15:56:06.133	3	False
89	4	Supporter	2016-08-02T15:56:06.133	3	False
90	5	Supporter	2016-08-02T15:56:06.133	3	False
91	7	Supporter	2016-08-02T15:56:06.133	3	False
92	8	Supporter	2016-08-02T15:56:06.133	3	False
93	9	Supporter	2016-08-02T15:56:06.133	3	False
94	10	Supporter	2016-08-02T15:56:06.133	3	False
95	12	Supporter	2016-08-02T15:56:06.133	3	False
96	16	Supporter	2016-08-02T15:56:06.133	3	False
97	18	Supporter	2016-08-02T15:56:06.133	3	False
98	20	Supporter	2016-08-02T15:56:06.133	3	False
99	27	Supporter	2016-08-02T15:56:06.133	3	False
100	28	Supporter	2016-08-02T15:56:06.133	3	False
101	33	Supporter	2016-08-02T15:56:06.133	3	False
102	46	Supporter	2016-08-02T15:56:06.133	3	False
103	50	Supporter	2016-08-02T15:56:06.133	3	False
104	4	Teacher	2016-08-02T15:56:06.133	3	False
105	10	Teacher	2016-08-02T15:56:06.133	3	False
106	52	Teacher	2016-08-02T15:56:06.133	3	False
107	8	Custodian	2016-08-02T15:56:06.133	3	False
108	26	Custodian	2016-08-02T15:56:06.133	3	False
109	27	Informed	2016-08-02T16:00:50.180	3	False
110	66	Autobiographer	2016-08-02T16:01:08.233	3	False
111	67	Autobiographer	2016-08-02T16:01:08.233	3	False
112	69	Autobiographer	2016-08-02T16:01:08.233	3	False
113	62	Supporter	2016-08-02T16:01:08.233	3	False
114	63	Supporter	2016-08-02T16:01:08.233	3	False
115	65	Supporter	2016-08-02T16:01:08.233	3	False
116	70	Informed	2016-08-02T16:02:40.533	3	False
117	70	Autobiographer	2016-08-02T16:06:08.167	3	False
118	71	Autobiographer	2016-08-02T16:06:08.167	3	False
119	73	Autobiographer	2016-08-02T16:06:08.167	3	False
120	74	Autobiographer	2016-08-02T16:06:08.167	3	False
121	9	Student	2016-08-02T16:06:08.167	3	False
122	55	Student	2016-08-02T16:06:08.167	3	False
123	38	Supporter	2016-08-02T16:06:08.167	3	False
124	69	Supporter	2016-08-02T16:06:08.167	3	False
125	29	Teacher	2016-08-02T16:06:08.167	3	False
126	56	Teacher	2016-08-02T16:06:08.167	3	False
127	63	Informed	2016-08-02T16:06:22.490	3	False
128	75	Informed	2016-08-02T16:08:22.700	3	False
129	75	Autobiographer	2016-08-02T16:11:13.097	3	False
130	76	Autobiographer	2016-08-02T16:11:13.097	3	False
131	77	Autobiographer	2016-08-02T16:11:13.097	3	False
132	29	Organizer	2016-08-02T16:11:13.097	3	False
133	29	Student	2016-08-02T16:11:13.097	3	False
134	69	Student	2016-08-02T16:11:13.097	3	False
135	29	Supporter	2016-08-02T16:11:13.097	3	False
136	55	Supporter	2016-08-02T16:11:13.097	3	False
137	58	Supporter	2016-08-02T16:11:13.097	3	False
138	71	Supporter	2016-08-02T16:11:13.097	3	False
139	8	Teacher	2016-08-02T16:11:13.097	3	False
140	42	Teacher	2016-08-02T16:11:13.097	3	False
141	47	Teacher	2016-08-02T16:11:13.097	3	False
142	69	Custodian	2016-08-02T16:11:13.097	3	False
143	78	Autobiographer	2016-08-02T16:16:13.467	3	False
144	79	Autobiographer	2016-08-02T16:16:13.467	3	False
145	80	Autobiographer	2016-08-02T16:16:13.467	3	False
146	52	Editor	2016-08-02T16:16:13.467	3	False
147	5	Scholar	2016-08-02T16:16:13.467	3	False
148	38	Student	2016-08-02T16:16:13.467	3	False
149	77	Supporter	2016-08-02T16:16:13.467	3	False
150	78	Supporter	2016-08-02T16:16:13.467	3	False
151	5	Custodian	2016-08-02T16:16:13.467	3	False
152	75	Custodian	2016-08-02T16:16:13.467	3	False
153	77	Custodian	2016-08-02T16:16:13.467	3	False
154	81	Autobiographer	2016-08-02T16:21:13.553	3	False
155	82	Autobiographer	2016-08-02T16:21:13.553	3	False
156	83	Autobiographer	2016-08-02T16:21:13.553	3	False
157	71	Editor	2016-08-02T16:21:13.553	3	False
158	33	Teacher	2016-08-02T16:21:13.553	3	False
159	29	Custodian	2016-08-02T16:21:13.553	3	False
160	84	Autobiographer	2016-08-02T16:31:48.560	3	False
161	85	Autobiographer	2016-08-02T16:31:48.560	3	False
162	87	Autobiographer	2016-08-02T16:31:48.560	3	False
163	88	Autobiographer	2016-08-02T16:31:48.560	3	False
165	90	Autobiographer	2016-08-02T16:31:48.560	3	False
166	91	Autobiographer	2016-08-02T16:31:48.560	3	False
167	92	Autobiographer	2016-08-02T16:31:48.560	3	False
168	93	Autobiographer	2016-08-02T16:31:48.560	3	False
169	28	Editor	2016-08-02T16:31:48.560	3	False
170	55	Editor	2016-08-02T16:31:48.560	3	False
171	47	Supporter	2016-08-02T16:31:48.560	3	False
172	87	Supporter	2016-08-02T16:31:48.560	3	False
173	71	Teacher	2016-08-02T16:31:48.560	3	False
174	94	Autobiographer	2016-08-02T16:36:48.820	3	False
175	95	Autobiographer	2016-08-02T16:36:48.820	3	False
176	93	Supporter	2016-08-02T16:36:48.820	3	False
177	46	Teacher	2016-08-02T16:36:48.820	3	False
178	97	Autobiographer	2016-08-02T16:41:48.797	3	False
179	99	Autobiographer	2016-08-02T16:41:48.797	3	False
180	75	Supporter	2016-08-02T16:41:48.797	3	False
181	5	Teacher	2016-08-02T16:41:48.797	3	False
182	75	Teacher	2016-08-02T16:41:48.797	3	False
183	100	Autobiographer	2016-08-02T16:46:56.513	3	False
184	56	Editor	2016-08-02T16:46:56.513	3	False
185	28	Teacher	2016-08-02T16:46:56.513	3	False
186	102	Informed	2016-08-02T16:51:52.333	3	False
187	101	Autobiographer	2016-08-02T16:51:56.427	3	False
188	102	Autobiographer	2016-08-02T16:51:56.427	3	False
189	46	Student	2016-08-02T16:51:56.427	3	False
190	101	Supporter	2016-08-02T16:51:56.427	3	False
191	33	Quorum	2016-08-02T16:56:06.370	3	False
192	4	Quorum	2016-08-02T16:56:06.370	3	False
193	75	Quorum	2016-08-02T16:56:06.370	3	False
194	29	Quorum	2016-08-02T16:56:06.370	3	False
195	66	Precognitive	2016-08-02T16:56:06.370	3	False
196	69	Precognitive	2016-08-02T16:56:06.370	3	False
197	71	Precognitive	2016-08-02T16:56:06.370	3	False
198	74	Precognitive	2016-08-02T16:56:06.370	3	False
199	79	Precognitive	2016-08-02T16:56:06.370	3	False
200	80	Precognitive	2016-08-02T16:56:06.370	3	False
201	82	Precognitive	2016-08-02T16:56:06.370	3	False
202	86	Precognitive	2016-08-02T16:56:06.370	3	False
203	90	Precognitive	2016-08-02T16:56:06.370	3	False
204	94	Precognitive	2016-08-02T16:56:06.370	3	False
205	101	Precognitive	2016-08-02T16:56:06.370	3	False
206	102	Precognitive	2016-08-02T16:56:06.370	3	False
207	103	Precognitive	2016-08-02T16:56:06.370	3	False
208	103	Autobiographer	2016-08-02T16:56:56.420	3	False
209	104	Autobiographer	2016-08-02T16:56:56.420	3	False
210	96	Custodian	2016-08-02T16:56:56.420	3	False
211	106	Autobiographer	2016-08-02T17:02:25.807	3	False
212	107	Autobiographer	2016-08-02T17:02:25.807	3	False
213	47	Editor	2016-08-02T17:02:25.807	3	False
214	96	Student	2016-08-02T17:02:25.807	3	False
215	97	Supporter	2016-08-02T17:02:25.807	3	False
216	101	Teacher	2016-08-02T17:02:25.807	3	False
217	97	Editor	2016-08-02T17:07:25.753	3	False
218	5	Student	2016-08-02T17:07:25.753	3	False
219	30	Teacher	2016-08-02T17:07:25.753	3	False
220	108	Autobiographer	2016-08-02T17:12:25.827	3	False
221	46	Editor	2016-08-02T17:12:25.827	3	False
222	109	Autobiographer	2016-08-02T17:17:25.770	3	False
223	110	Autobiographer	2016-08-02T17:17:25.770	3	False
224	111	Autobiographer	2016-08-02T17:17:25.770	3	False
225	30	Editor	2016-08-02T17:17:25.770	3	False
226	110	Supporter	2016-08-02T17:17:25.770	3	False
227	30	Supporter	2016-08-02T17:22:40.047	3	False
228	113	Autobiographer	2016-08-02T17:27:40.650	3	False
229	8	Mortarboard	2016-08-02T17:25:42.440	3	False
230	112	Supporter	2016-08-02T17:27:40.650	3	False
231	118	Informed	2016-08-02T17:36:49.453	3	False
232	117	Autobiographer	2016-08-02T17:37:44.903	3	False
233	75	Editor	2016-08-02T17:37:44.903	3	False
235	120	Autobiographer	2016-08-02T17:42:44.960	3	False
236	121	Autobiographer	2016-08-02T17:42:44.960	3	False
237	111	Editor	2016-08-02T17:42:44.960	3	False
238	80	Supporter	2016-08-02T17:42:44.960	3	False
239	117	Supporter	2016-08-02T17:42:44.960	3	False
240	122	Supporter	2016-08-02T17:42:44.960	3	False
241	97	Teacher	2016-08-02T17:42:44.960	3	False
242	118	Custodian	2016-08-02T17:42:44.960	3	False
243	118	Custodian	2016-08-02T17:42:44.960	3	False
244	124	Informed	2016-08-02T17:46:18.207	3	False
245	124	Autobiographer	2016-08-02T17:47:44.907	3	False
246	102	Editor	2016-08-02T17:47:44.907	3	False
247	55	Custodian	2016-08-02T17:47:44.907	3	False
248	125	Autobiographer	2016-08-02T17:52:53.023	3	False
249	33	Editor	2016-08-02T17:52:53.023	3	False
250	70	Supporter	2016-08-02T17:52:53.023	3	False
251	8	Quorum	2016-08-02T17:56:06.370	3	False
252	97	Quorum	2016-08-02T17:56:06.370	3	False
253	70	Quorum	2016-08-02T17:56:06.370	3	False
254	80	Quorum	2016-08-02T17:56:06.370	3	False
255	105	Precognitive	2016-08-02T17:56:06.370	3	False
256	110	Precognitive	2016-08-02T17:56:06.370	3	False
257	117	Precognitive	2016-08-02T17:56:06.370	3	False
258	118	Precognitive	2016-08-02T17:56:06.370	3	False
259	120	Precognitive	2016-08-02T17:56:06.370	3	False
260	125	Precognitive	2016-08-02T17:56:06.370	3	False
261	126	Precognitive	2016-08-02T17:56:06.370	3	False
262	126	Autobiographer	2016-08-02T17:57:53.767	3	False
263	127	Autobiographer	2016-08-02T17:57:53.767	3	False
264	62	Teacher	2016-08-02T17:57:53.767	3	False
265	80	Organizer	2016-08-02T18:02:54.903	3	False
266	46	Custodian	2016-08-02T18:02:54.903	3	False
267	129	Autobiographer	2016-08-02T18:08:19.460	3	False
268	10	Critic	2016-08-02T18:08:19.460	3	False
269	27	Critic	2016-08-02T18:08:19.460	3	False
270	33	Critic	2016-08-02T18:08:19.460	3	False
271	46	Critic	2016-08-02T18:08:19.460	3	False
272	75	Critic	2016-08-02T18:08:19.460	3	False
273	80	Critic	2016-08-02T18:08:19.460	3	False
274	82	Critic	2016-08-02T18:08:19.460	3	False
275	130	Supporter	2016-08-02T18:18:19.633	3	False
276	112	Teacher	2016-08-02T18:18:19.633	3	False
277	131	Autobiographer	2016-08-02T18:23:58.630	3	False
278	70	Teacher	2016-08-02T18:29:02.077	3	False
279	132	Autobiographer	2016-08-02T18:42:15.800	3	False
280	133	Autobiographer	2016-08-02T18:42:15.800	3	False
281	29	Editor	2016-08-02T18:42:15.800	3	False
282	80	Custodian	2016-08-02T18:42:15.800	3	False
283	128	Editor	2016-08-02T18:47:15.810	3	False
284	118	Custodian	2016-08-02T18:52:15.913	3	False
285	135	Informed	2016-08-02T18:54:15.500	3	False
286	19	Quorum	2016-08-02T18:56:06.870	3	False
287	109	Quorum	2016-08-02T18:56:06.870	3	False
288	126	Quorum	2016-08-02T18:56:06.870	3	False
289	128	Precognitive	2016-08-02T18:56:06.870	3	False
290	129	Precognitive	2016-08-02T18:56:06.870	3	False
291	132	Precognitive	2016-08-02T18:56:06.870	3	False
292	133	Precognitive	2016-08-02T18:56:06.870	3	False
293	135	Autobiographer	2016-08-02T18:57:16.843	3	False
294	135	Supporter	2016-08-02T18:57:16.843	3	False
295	8	Custodian	2016-08-02T18:57:16.843	3	False
296	136	Autobiographer	2016-08-02T19:07:16.830	3	False
297	137	Autobiographer	2016-08-02T19:07:16.830	3	False
298	127	Student	2016-08-02T19:07:16.830	3	False
299	127	Supporter	2016-08-02T19:14:27.913	3	False
300	29	Custodian	2016-08-02T19:14:27.913	3	False
301	118	Supporter	2016-08-02T19:19:30.140	3	False
302	141	Autobiographer	2016-08-02T19:24:30.057	3	False
303	142	Autobiographer	2016-08-02T19:24:30.057	3	False
304	15	Supporter	2016-08-02T19:24:30.057	3	False
305	141	Supporter	2016-08-02T19:24:30.057	3	False
306	144	Autobiographer	2016-08-02T19:34:38.247	3	False
307	145	Autobiographer	2016-08-02T19:34:38.247	3	False
308	70	Editor	2016-08-02T19:34:38.247	3	False
309	144	Supporter	2016-08-02T19:34:38.247	3	False
310	29	Critic	2016-08-02T19:39:38.367	3	False
311	70	Critic	2016-08-02T19:39:38.367	3	False
312	29	Scholar	2016-08-02T19:39:38.367	3	False
313	66	Teacher	2016-08-02T19:39:38.367	3	False
314	147	Autobiographer	2016-08-02T19:48:09.240	3	False
315	148	Autobiographer	2016-08-02T19:48:09.240	3	False
316	149	Autobiographer	2016-08-02T19:48:09.240	3	False
317	66	Student	2016-08-02T19:48:09.240	3	False
318	74	Supporter	2016-08-02T19:48:09.240	3	False
319	74	Custodian	2016-08-02T19:48:09.240	3	False
320	136	Precognitive	2016-08-02T19:56:06.890	3	False
321	139	Precognitive	2016-08-02T19:56:06.890	3	False
322	140	Precognitive	2016-08-02T19:56:06.890	3	False
323	141	Precognitive	2016-08-02T19:56:06.890	3	False
324	144	Precognitive	2016-08-02T19:56:06.890	3	False
325	147	Precognitive	2016-08-02T19:56:06.890	3	False
326	66	Supporter	2016-08-02T19:58:10.273	3	False
327	148	Teacher	2016-08-02T19:58:10.273	3	False
328	66	Custodian	2016-08-02T19:58:10.273	3	False
329	135	Critic	2016-08-02T20:03:33.457	3	False
330	148	Supporter	2016-08-02T20:03:33.457	3	False
331	143	Teacher	2016-08-02T20:03:33.457	3	False
332	151	Autobiographer	2016-08-02T20:08:35.637	3	False
333	130	Editor	2016-08-02T20:13:35.507	3	False
334	143	Editor	2016-08-02T20:13:35.507	3	False
335	145	Supporter	2016-08-02T20:13:35.507	3	False
336	145	Custodian	2016-08-02T20:13:35.507	3	False
337	145	Custodian	2016-08-02T20:13:35.507	3	False
338	8	Scholar	2016-08-02T20:22:24.130	3	False
339	149	Supporter	2016-08-02T20:22:24.130	3	False
340	130	Teacher	2016-08-02T20:22:24.130	3	False
341	152	Autobiographer	2016-08-02T20:27:23.670	3	False
342	153	Autobiographer	2016-08-02T20:37:37.847	3	False
343	151	Supporter	2016-08-02T20:37:37.847	3	False
344	144	Teacher	2016-08-02T20:37:37.847	3	False
345	155	Autobiographer	2016-08-02T20:42:38.920	3	False
346	151	Editor	2016-08-02T20:42:38.920	3	False
347	152	Supporter	2016-08-02T20:42:38.920	3	False
348	140	Informed	2016-08-02T20:48:45.980	3	False
349	156	Informed	2016-08-02T20:49:03.250	3	False
350	151	Informed	2016-08-02T20:49:21.720	3	False
351	156	Autobiographer	2016-08-02T20:55:18.577	3	False
352	157	Autobiographer	2016-08-02T20:55:18.577	3	False
353	156	Custodian	2016-08-02T20:55:18.577	3	False
354	56	Quorum	2016-08-02T20:56:06.987	3	False
355	151	Precognitive	2016-08-02T20:56:06.987	3	False
356	152	Precognitive	2016-08-02T20:56:06.987	3	False
357	153	Precognitive	2016-08-02T20:56:06.987	3	False
358	155	Precognitive	2016-08-02T20:56:06.987	3	False
359	157	Precognitive	2016-08-02T20:56:06.987	3	False
360	125	Talkative	2016-08-02T20:56:06.987	3	False
361	29	Suffrage	2016-08-02T21:00:18.603	3	False
362	157	Supporter	2016-08-02T21:00:18.603	3	False
363	4	Mortarboard	2016-08-02T20:41:46.000	3	False
364	10	Mortarboard	2016-08-02T20:59:49.913	3	False
365	160	Autobiographer	2016-08-02T21:10:24.620	3	False
366	33	Student	2016-08-02T21:10:24.620	3	False
367	149	Teacher	2016-08-02T21:10:24.620	3	False
368	152	Teacher	2016-08-02T21:10:24.620	3	False
369	6	Critic	2016-08-02T21:15:24.630	3	False
370	140	Critic	2016-08-02T21:15:24.630	3	False
371	29	Vox Populi	2016-08-02T21:15:24.630	3	False
372	161	Autobiographer	2016-08-02T21:20:24.653	3	False
373	29	Mortarboard	2016-08-02T21:18:19.887	3	False
374	144	Informed	2016-08-02T21:21:24.497	3	False
375	162	Informed	2016-08-02T21:22:35.377	3	False
376	162	Autobiographer	2016-08-02T21:31:21.790	3	False
377	157	Suffrage	2016-08-02T21:31:21.790	3	False
378	6	Supporter	2016-08-02T21:31:21.790	3	False
379	163	Autobiographer	2016-08-02T21:51:23.017	3	False
380	164	Autobiographer	2016-08-02T21:51:23.017	3	False
381	142	Supporter	2016-08-02T21:51:23.017	3	False
382	163	Supporter	2016-08-02T21:51:23.017	3	False
383	127	Quorum	2016-08-02T21:56:07.607	3	False
384	125	Quorum	2016-08-02T21:56:07.607	3	False
385	159	Precognitive	2016-08-02T21:56:07.607	3	False
386	161	Precognitive	2016-08-02T21:56:07.607	3	False
387	163	Precognitive	2016-08-02T21:56:07.607	3	False
388	165	Precognitive	2016-08-02T21:56:07.607	3	False
389	165	Autobiographer	2016-08-02T21:56:23.013	3	False
390	157	Vox Populi	2016-08-02T22:05:56.593	3	False
391	144	Student	2016-08-02T22:15:56.623	3	False
392	167	Autobiographer	2016-08-02T22:20:56.613	3	False
393	55	Mortarboard	2016-08-02T22:29:28.053	3	False
394	109	Supporter	2016-08-02T22:38:47.480	3	False
395	169	Supporter	2016-08-02T22:48:47.503	3	False
396	171	Autobiographer	2016-08-02T22:53:54.463	3	False
397	120	Critic	2016-08-02T22:53:54.463	3	False
398	109	Teacher	2016-08-02T22:53:54.463	3	False
399	55	Quorum	2016-08-02T22:56:07.673	3	False
400	169	Precognitive	2016-08-02T22:56:07.673	3	False
401	167	Precognitive	2016-08-02T22:56:07.673	3	False
402	165	Supporter	2016-08-02T22:58:54.520	3	False
403	172	Autobiographer	2016-08-02T23:03:54.540	3	False
404	173	Informed	2016-08-02T23:10:42.860	3	False
405	173	Autobiographer	2016-08-02T23:12:09.403	3	False
406	174	Autobiographer	2016-08-02T23:32:14.943	3	False
407	174	Supporter	2016-08-02T23:37:14.950	3	False
408	147	Informed	2016-08-02T23:51:16.437	3	False
409	172	Precognitive	2016-08-02T23:56:07.737	3	False
410	46	Commentator	2016-08-02T23:57:53.743	3	False
411	175	Informed	2016-08-03T00:11:08.307	3	False
412	175	Autobiographer	2016-08-03T00:18:15.877	3	False
413	130	Custodian	2016-08-03T00:28:15.943	3	False
414	177	Precognitive	2016-08-03T00:56:07.700	3	False
415	156	Supporter	2016-08-03T00:58:51.733	3	False
416	169	Teacher	2016-08-03T01:04:06.993	3	False
417	178	Autobiographer	2016-08-03T01:14:07.393	3	False
418	156	Teacher	2016-08-03T01:14:07.393	3	False
419	179	Autobiographer	2016-08-03T01:21:56.307	3	False
420	180	Autobiographer	2016-08-03T01:21:56.307	3	False
421	181	Supporter	2016-08-03T01:26:46.490	3	False
422	182	Autobiographer	2016-08-03T01:31:46.493	3	False
423	180	Supporter	2016-08-03T01:31:46.493	3	False
424	183	Autobiographer	2016-08-03T01:41:50.377	3	False
